,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
4210,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303784185/,Москва,sale,flat,13,26,1,37.8,16500000.0,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ,55.75086855000001,37.70668708460362,37.719166666666666,55.7525,0.8043973067320446
4211,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303784185/,Москва,sale,flat,13,26,1,37.8,16500000.0,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ,55.75086855000001,37.70668708460362,37.71666666666667,55.75138888888889,0.6293213242949601
4212,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303807980/,Москва,sale,flat,9,22,2,57.9,16600000.0,Люблино,Новороссийская ,38,Люблино,,55.669199199999994,37.76250017517825,37.76166666666667,55.67583333333333,0.7404764426376468
4213,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304644627/,Москва,sale,flat,3,9,1,37.0,16790000.0,Пресненский, Пресненский Вал,24,Улица 1905 года,,55.769228350000006,37.56578123031687,37.56138888888889,55.765,0.545560936404086
4214,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305593088/,Москва,sale,flat,2,17,2,68.0,16900000.0,, Бианки,7,Рассказовка,Город-парк Первый Московский,55.60361905,37.363685046425985,37.335277777777776,55.634166666666665,3.8432180080459233
4215,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303542740/,Москва,sale,flat,2,13,2,72.9,17200000.0,, Липовый Парк,8к2,Потапово,,55.5698811,37.48757582727412,37.49305555555556,55.55305555555555,1.9048942510823696
4216,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/296522785/,Москва,sale,flat,15,20,1,50.0,26000000.0,Раменки,Кинематографический кв-л,,Аминьевская,Событие ЖК,,,37.465,55.69722222222222,
4217,Андрей Алексеев,realtor,https://www.cian.ru/sale/flat/306989046/,Москва,sale,flat,2,13,2,64.0,29000000.0,Академический,Новочеремушкинская ,27,Профсоюзная,"Новочерёмушкинская, 27",55.67966695,37.57765058318374,37.562777777777775,55.67805555555555,0.9526806484806567
4218,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303376903/,Москва,sale,flat,3,7,2,82.1,29000000.0,Восточное Измайлово,15-я Парковая ,3,Первомайская,,55.78969965,37.81839960134674,37.799166666666665,55.79472222222222,1.3297267806802682
4219,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302397974/,Москва,sale,flat,3,26,1,39.08,31000000.0,Пресненский, Пресненский Вал,27С1,Белорусская,Republic,55.772580399999995,37.56910386042732,37.58361111111111,55.776666666666664,1.0177560084630812
4220,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302397974/,Москва,sale,flat,3,26,1,39.08,31000000.0,Пресненский, Пресненский Вал,27С1,Белорусская,Republic,55.772580399999995,37.56910386042732,37.58444444444444,55.77638888888889,1.0519533964935635
4221,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/303401192/,Москва,sale,flat,2,18,1,47.6,33000000.0,Раменки, Янковского,1к3,Аминьевская,Событие,55.69537665,37.47315925986606,37.465,55.69722222222222,0.5526808118162501
4222,BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/304921884/,Москва,sale,flat,10,14,1,45.0,34950000.0,Раменки,проспект Генерала Дорохова,39к2И,Минская,Собрание клубных домов West Garden,55.7152348,37.49897639163321,37.49666666666667,55.72472222222222,1.066224775879686
4223,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/304535457/,Москва,sale,flat,2,41,2,70.0,41000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк,55.79405595,37.541271424480435,37.53277777777778,55.80027777777778,0.8738734593431645
4224,Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/307567681/,Москва,sale,flat,13,28,2,60.0,43500000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее,55.7020377,37.492419386363636,37.49861111111111,55.6975,0.6378080817100354
4225,IKON Development,developer,https://www.cian.ru/sale/flat/302839440/,Москва,sale,flat,6,21,2,73.3,45331945.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,55.7640143,37.656257,37.657222222222224,55.756388888888885,0.8511536101028596
4226,ID 438578,real_estate_agent,https://www.cian.ru/sale/flat/305320623/,Москва,sale,flat,15,17,2,86.0,47000000.0,Раменки,Мосфильмовская ,88к4с3,Раменки,Мосфильмовский,,,37.49861111111111,55.6975,
4227,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303896333/,Москва,sale,flat,2,5,1,20.0,6500000.0,Марфино,Гостиничный проезд,8К1,Окружная,,55.8459757,37.576102103160615,37.57388888888889,55.846111111111114,0.13945438063201163
4228,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306310740/,Москва,sale,flat,1,17,1,31.7,6800000.0,Восточное Измайлово,Нижняя Первомайская ,53,Первомайская,,55.7923022,37.81263741824462,37.799166666666665,55.79472222222222,0.8868732525096031
4229,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298845467/,Москва,sale,flat,6,12,2,44.9,7100000.0,Текстильщики,Волжский бульвар,12К2,Текстильщики,,55.7135413,37.742228474826035,37.73166666666667,55.708888888888886,0.8420518508880901
4230,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298845467/,Москва,sale,flat,6,12,2,44.9,7100000.0,Текстильщики,Волжский бульвар,12К2,Текстильщики,,55.7135413,37.742228474826035,37.72833333333333,55.708333333333336,1.0483638484038502
4231,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305025752/,Москва,sale,flat,6,7,1,30.4,7400000.0,Южное Бутово, Адмирала Руднева,20,Бунинская аллея,,55.540396650000005,37.51620430998032,37.51583333333333,55.53805555555556,0.26169223390998475
4232,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/304121938/,Москва,sale,flat,17,20,2,44.0,7500000.0,,,к9,Филатов Луг,Цветочные Поляны ЖК,,,37.40777777777778,55.60138888888889,
4233,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/306033100/,Москва,sale,flat,9,22,1,17.5,8200000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,55.651449099999994,37.48308864617485,37.483333333333334,55.66361111111111,1.3541522576191816
4234,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305029358/,Москва,sale,flat,6,7,2,36.0,8400000.0,Южное Бутово, Адмирала Руднева,20,Бунинская аллея,,55.540396650000005,37.51620430998032,37.51583333333333,55.53805555555556,0.26169223390998475
4235,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305731622/,Москва,sale,flat,2,4,1,20.0,8490000.0,Левобережный,Ленинградское шоссе,53А,Речной вокзал,,55.8549312,37.46704583957941,37.47611111111111,55.855,0.5677754295248676
4236,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/307544992/,Москва,sale,flat,7,9,1,32.7,8500000.0,Теплый Стан,Профсоюзная ,156К1,Тёплый Стан,,55.6169311,37.499539965991275,37.50833333333333,55.619166666666665,0.6073804808315504
4237,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306154028/,Москва,sale,flat,11,17,1,37.8,8650000.0,, Солнечная,13,Рассказовка,,55.4981807,37.4834225,37.335277777777776,55.634166666666665,17.79242892448989
4238,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305270568/,Москва,sale,flat,9,9,1,32.7,8700000.0,Теплый Стан, Генерала Тюленева,35,Тёплый Стан,,55.6158165,37.49431295315894,37.50833333333333,55.619166666666665,0.9589059439238607
4239,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304694741/,Москва,sale,flat,12,17,1,34.8,8799000.0,Южное Бутово, Кадырова,8К1,Бунинская аллея,,55.538815400000004,37.51154355,37.51583333333333,55.53805555555556,0.28373714721978416
4240,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305911405/,Москва,sale,flat,2,5,1,31.0,8990000.0,Кунцево, Академика Павлова,6,Молодёжная,,55.740125500000005,37.39563533822432,37.416666666666664,55.740833333333335,1.323331153498724
4241,ID 96167522,realtor,https://www.cian.ru/sale/flat/296747241/,Москва,sale,flat,4,9,1,36.0,9120000.0,Люблино, Верхние Поля,27С2,Братиславская,,55.6672888,37.75313895252429,37.75055555555556,55.65972222222222,0.857975462461982
4242,ID 96167522,realtor,https://www.cian.ru/sale/flat/294926973/,Москва,sale,flat,7,9,1,36.9,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,,55.6672888,37.75313895252429,37.75055555555556,55.65972222222222,0.857975462461982
4243,ID 96167522,realtor,https://www.cian.ru/sale/flat/297465291/,Москва,sale,flat,7,9,1,36.3,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,,55.6672888,37.75313895252429,37.75055555555556,55.65972222222222,0.857975462461982
4244,МГЦН - Многофункциональный Городской Центр Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301432818/,Москва,sale,flat,5,5,1,29.8,9300000.0,Восточное Измайлово,11-я Парковая ,3К2,Первомайская,,,,37.799166666666665,55.79472222222222,
4245,TOUCH,developer,https://www.cian.ru/sale/flat/302838481/,Москва,sale,flat,6,13,2,60.31,36928000.0,Южнопортовый,,к3,Дубровка,Шампайн ЖК,,,37.67611111111111,55.71861111111111,
4246,ID 52478747,homeowner,https://www.cian.ru/sale/flat/294517249/,Москва,sale,flat,23,27,2,67.0,33500000.0,Тропарево-Никулино, Покрышкина,1к1,Юго-Западная,,55.6631745,37.4788168888,37.483333333333334,55.66361111111111,0.28836451322896667
4247,ID 413522,realtor,https://www.cian.ru/sale/flat/306652816/,Москва,sale,flat,2,15,2,88.0,100000000.0,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House,55.7297802,37.569254790470396,37.56388888888889,55.723333333333336,0.7930143175249736
4248,Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/293921344/,Москва,sale,flat,14,14,2,124.0,101993223.0,Дорогомилово,набережная Тараса Шевченко,1,Киевская,,55.746778250000006,37.571722967402145,37.565555555555555,55.74444444444445,0.4664093519959997
4249,Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/293921344/,Москва,sale,flat,14,14,2,124.0,101993223.0,Дорогомилово,набережная Тараса Шевченко,1,Киевская,,55.746778250000006,37.571722967402145,37.565555555555555,55.743611111111115,0.5237990917580271
4250,Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/293921344/,Москва,sale,flat,14,14,2,124.0,101993223.0,Дорогомилово,набережная Тараса Шевченко,1,Киевская,,55.746778250000006,37.571722967402145,37.565555555555555,55.74472222222222,0.44991220898910445
4251,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307589588/,Москва,sale,flat,2,9,2,45.3,13599000.0,Донской,Варшавское шоссе,13,Тульская,,55.6992932,37.62116034660863,37.62277777777778,55.70861111111111,1.0423946363380825
4252,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307474246/,Москва,sale,flat,37,37,2,48.0,42500000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,55.7940374,37.54245978054966,37.53277777777778,55.80027777777778,0.922759471821251
4253,COLDY,developer,https://www.cian.ru/sale/flat/304471784/,Москва,sale,flat,10,15,2,53.7,51127770.0,Даниловский, Серпуховский Вал,7с16,Тульская,Дом 7 Даниловский,55.7116426,37.6203934,37.62277777777778,55.70861111111111,0.3692974266027346
4254,ID 71056441,homeowner,https://www.cian.ru/sale/flat/307095224/,Москва,sale,flat,2,12,2,51.3,12995000.0,Южное Медведково,проезд Дежнева,17,Бабушкинская,,55.8700008,37.64030219281258,37.66444444444444,55.86944444444445,1.5126339880988988
