,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
4104,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307004601/,Москва,sale,flat,19,33,1,45.9,12800000.0,Южное Бутово, Поляны,5Ак1,Улица Скобелевская,Столичные поляны,55.4583458,37.2224012,37.554722222222225,55.54805555555556,23.25371573142496
4105,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298231956/,Москва,sale,flat,16,18,2,56.0,13499000.0,Останкинский,Березовая аллея,19к1,Ботанический сад,Апарт-комплекс Легендарный квартал,55.849068200000005,37.624268218174905,37.638333333333335,55.845,0.9906399045319427
4106,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305508609/,Москва,sale,flat,9,9,2,45.6,13500000.0,Зюзино,Болотниковская ,42К1,Зюзино,,55.6622376,37.5871212,37.57361111111111,55.655833333333334,1.1097190959031376
4107,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/307453111/,Москва,sale,flat,4,16,1,34.7,13400000.0,Очаково-Матвеевское,Очаковское шоссе,6К4,Аминьевская,,55.699684500000004,37.456543715208056,37.465,55.69722222222222,0.5982229325319194
4108,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303420541/,Москва,sale,flat,3,14,1,37.8,13600000.0,Останкинский,Сельскохозяйственная ,39,Ботанический сад,Green park,55.855547349999995,37.623452893969244,37.638333333333335,55.845,1.4992379598993617
4109,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303305372/,Москва,sale,flat,4,9,2,38.0,13700000.0,Покровское-Стрешнево,Волоколамское шоссе,49,Щукинская,,55.81471745,37.463939729955584,37.464166666666664,55.80861111111111,0.6800188684170227
4110,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306076458/,Москва,sale,flat,16,17,1,38.3,13800000.0,Черемушки, Наметкина,9,Новые Черёмушки,,55.6635416,37.5519751,37.55444444444444,55.67027777777778,0.7659065201704699
4111,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306522382/,Москва,sale,flat,8,9,2,51.1,14000000.0,Коньково, Островитянова,39,Коньково,,55.6328,37.531276074199624,37.51888888888889,55.63333333333333,0.7824337849921872
4112,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301853939/,Москва,sale,flat,7,12,2,53.9,14300000.0,Зябликово, Мусы Джалиля,14К1,Шипиловская,,55.624999700000004,37.74131234301673,37.743611111111115,55.62111111111111,0.45651519819164976
4113,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306025161/,Москва,sale,flat,7,9,2,44.5,14500000.0,Черемушки,Профсоюзная ,44К3,Профсоюзная,,55.67483755,37.554933240891565,37.562777777777775,55.67805555555555,0.609860470574604
4114,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305751689/,Москва,sale,flat,2,9,2,48.4,14500000.0,Коньково, Островитянова,41К1,Коньково,,55.6325076,37.536769702329465,37.51888888888889,55.63333333333333,1.1299308366008851
4115,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304075212/,Москва,sale,flat,9,9,2,46.0,14500000.0,Черемушки,Перекопская ,30к1,Зюзино,,55.6630509,37.56931138775022,37.57361111111111,55.655833333333334,0.8479191064549686
4116,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/305648379/,Москва,sale,flat,7,23,1,42.7,14900000.0,Чертаново Центральное,,3,Пражская,Парксайд ЖК,55.7505412,37.6174782,37.60444444444445,55.6125,15.390812358962272
4117,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/307449644/,Москва,sale,flat,7,11,2,64.7,20000000.0,,бульвар Андрея Тарковского,7,Рассказовка,Рассказово,55.62661025,37.34397870826271,37.335277777777776,55.634166666666665,1.0040564144090802
4118,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/306157468/,Москва,sale,flat,4,5,2,78.4,20499999.0,Измайлово,Измайловский бульвар,38,Первомайская,,55.79610685,37.79970285438125,37.799166666666665,55.79472222222222,0.15778750826628782
4119,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306035943/,Москва,sale,flat,6,23,2,63.0,21200000.0,Рязанский,2-й Грайвороновский проезд,44к1,Стахановская,Кварталы 21/19,55.7260475,37.74557490528606,37.75222222222222,55.727222222222224,0.43766645738326554
4120,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304366465/,Москва,sale,flat,10,42,1,45.8,21000000.0,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo,55.6727144920914,37.588595740715704,37.610277777777775,55.6725,1.364425102167271
4121,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306125987/,Москва,sale,flat,4,8,2,62.7,21499000.0,Южнопортовый,Шарикоподшипниковская ,9,Дубровка,,55.7218734,37.673282,37.67611111111111,55.71861111111111,0.40439130648621635
4122,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306015438/,Москва,sale,flat,6,30,2,51.1,22000000.0,Рязанский,Окская ,7А,Окская,balance,55.71654455,37.76908569653234,37.78138888888889,55.71861111111111,0.8067254045867978
4123,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/307574543/,Москва,sale,flat,8,17,2,53.4,21900000.0,Кунцево,Молодогвардейская ,34,Молодёжная,,55.7352456,37.415837095510675,37.416666666666664,55.740833333333335,0.6243002898615813
4124,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/304389121/,Москва,sale,flat,2,12,2,56.3,23600000.0,Аэропорт, Усиевича,29К2,Сокол,,55.80693975,37.51849296774244,37.515277777777776,55.805,0.2954460368017438
4125,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/306076273/,Москва,sale,flat,6,8,2,68.0,45500000.0,Раменки, Янковского,1к3,Аминьевская,Событие,55.69537665,37.47315925986606,37.465,55.69722222222222,0.5526808118162501
4126,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/293809448/,Москва,sale,flat,11,20,2,96.9,87500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,55.759668000000005,37.57502549016594,37.5775,55.76138888888889,0.24666242276812084
4127,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/291004202/,Москва,sale,flat,3,9,2,148.5,230000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,55.77255728999912,37.59303372867971,37.59583333333333,55.77,0.33457340260734086
4128,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/305394888/,Москва,sale,flat,15,16,1,19.0,5500000.0,Отрадное,Алтуфьевское шоссе,2,Владыкино,,55.904991100000004,37.583651569902365,37.59,55.84722222222222,6.444224968983422
4129,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305996867/,Москва,sale,flat,2,4,1,32.6,7700000.0,, Шекспира,1к1,Рассказовка,,55.610701750000004,37.32500794833429,37.335277777777776,55.634166666666665,2.691389695923644
4130,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/306034275/,Москва,sale,flat,4,4,1,20.0,7700000.0,Даниловский,2-я Рощинская ,10,Тульская,,55.70981555,37.61182615348051,37.62277777777778,55.70861111111111,0.7013626892839133
4131,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306306104/,Москва,sale,flat,1,4,1,33.5,7800000.0,, 4-я Лесные Поляны,1,Тютчевская,,55.358378900000005,36.83317271986336,37.48138888888889,55.61666666666667,50.06019537533402
4132,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303877191/,Москва,sale,flat,2,12,1,39.1,8550000.0,, Харлампиева,52к1,Филатов Луг,,55.54988575,37.31113536962945,37.40777777777778,55.60138888888889,8.3688002857555
4133,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306101506/,Москва,sale,flat,1,9,1,37.0,8600000.0,Ивановское,Большой Купавенский проезд,10,Первомайская,,55.77730405,37.820517116500156,37.799166666666665,55.79472222222222,2.356918118296159
4134,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305682833/,Москва,sale,flat,5,15,1,37.5,8600000.0,, Летчика Грицевца,14А,Пыхтино,Солнцево парк,55.62513475,37.31317218742092,37.29805555555556,55.625,0.9523972251588508
4135,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306676662/,Москва,sale,flat,4,12,1,34.2,8700000.0,,проспект Куприна,32к2,Потапово,Эко Бунино,55.5403753,37.45724810713125,37.49305555555556,55.55305555555555,2.664868787809338
4136,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012293/,Москва,sale,flat,12,14,1,35.1,8700000.0,Ивановское,Челябинская ,10К1,Новогиреево,,55.7761343,37.82520345,37.81666666666667,55.751666666666665,2.776372241156444
4137,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304234737/,Москва,sale,flat,5,9,1,38.0,8700000.0,, Золотошвейная,2,Филатов Луг,Цветочные Поляны,55.5579177,37.31473799723989,37.40777777777778,55.60138888888889,7.606292008116174
4138,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012270/,Москва,sale,flat,3,4,1,44.4,8800000.0,, Шекспира,1к2,Аэропорт Внуково,,55.610451350000005,37.324442058217414,37.28777777777778,55.60722222222222,2.3384384887799436
4139,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306365059/,Москва,sale,flat,6,9,1,31.1,8900000.0,Москворечье-Сабурово,Каширское шоссе,40,Каширская,,55.6489364,37.661143349999996,37.64861111111111,55.655,1.0383484165912953
4140,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306365059/,Москва,sale,flat,6,9,1,31.1,8900000.0,Москворечье-Сабурово,Каширское шоссе,40,Каширская,,55.6489364,37.661143349999996,37.64861111111111,55.655,1.0383484165912953
4141,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306422956/,Москва,sale,flat,3,14,1,36.1,8900000.0,, Фитаревская,6,Потапово,,55.570376550000006,37.48633825108499,37.49305555555556,55.55305555555555,1.97444114228252
4142,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306055105/,Москва,sale,flat,10,12,1,49.0,10000000.0,, Липовый Парк,4к1,Потапово,,55.57036745,37.49178065856307,37.49305555555556,55.55305555555555,1.9290775969542568
4143,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306151615/,Москва,sale,flat,10,14,1,39.3,10000000.0,Орехово-Борисово Северное,Борисовский проезд,15К1,Шипиловская,,55.62646945,37.72533811075973,37.743611111111115,55.62111111111111,1.2965532727083198
4144,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306122848/,Москва,sale,flat,10,12,1,38.7,10000000.0,Южное Медведково,проезд Дежнева,25К3,Бабушкинская,,55.8694265,37.634070431989706,37.66444444444444,55.86944444444445,1.9015039339038637
4145,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306035924/,Москва,sale,flat,1,9,2,43.6,9990000.0,Южное Медведково, Молодцова,5,Медведково,,55.8773883,37.641454887576685,37.66138888888889,55.88722222222222,1.659852877551865
4146,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305639873/,Москва,sale,flat,12,17,1,33.1,9990000.0,,проспект Куприна,24к3,Потапово,Бунинские луга,55.544280400000005,37.47792881224043,37.49305555555556,55.55305555555555,1.366035461186854
4147,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303782147/,Москва,sale,flat,7,12,2,52.8,10000000.0,, Харлампиева,42,Филатов Луг,,55.55182345,37.31635367814371,37.40777777777778,55.60138888888889,7.981435942349888
4148,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/302383800/,Москва,sale,flat,10,16,1,35.8,10000000.0,,проспект Куприна,1к2,Потапово,Скандинавия,55.558121799999995,37.50232956351789,37.49305555555556,55.55305555555555,0.8128141916828854
4149,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307314664/,Москва,sale,flat,4,14,1,37.1,10300000.0,,проспект Куприна,34к2,Потапово,Эко Бунино,55.54080295,37.45501025671009,37.49305555555556,55.55305555555555,2.7618444419024684
4150,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012134/,Москва,sale,flat,10,14,1,38.0,10300000.0,Южное Бутово,Изюмская ,37к2,Улица Скобелевская,,55.55073555,37.57067282575407,37.554722222222225,55.54805555555556,1.0500348123240022
4151,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305800654/,Москва,sale,flat,3,14,1,34.8,10300000.0,Лосиноостровский,Челюскинская ,4С1,Медведково,,55.88014835,37.702827229050975,37.66138888888889,55.88722222222222,2.7101788883177504
4152,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/302890061/,Москва,sale,flat,1,12,2,49.2,10300000.0,Орехово-Борисово Северное,Шипиловская ,25К1,Домодедовская,,55.6212096,37.72207922659316,37.71861111111111,55.61083333333333,1.1757264747073184
4153,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305952028/,Москва,sale,flat,10,16,1,37.8,10400000.0,Лианозово,Псковская ,10К1,Лианозово,,55.9030285,37.551911262449664,37.54472222222222,55.89888888888889,0.6439366988724922
4154,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306101588/,Москва,sale,flat,15,17,1,38.0,10500000.0,Северный,Челобитьевское шоссе,12к3,Физтех,,55.9130211,37.550548636252344,37.54638888888889,55.92166666666667,0.9971193042959846
4155,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305292931/,Москва,sale,flat,1,12,1,39.0,10500000.0,Орехово-Борисово Южное,Ясеневая ,34,Красногвардейская,,55.60452615,37.74070469467354,37.74444444444445,55.61361111111111,1.0385668304404834
4156,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306317003/,Москва,sale,flat,1,12,1,39.2,10570000.0,Бибирево, Коненкова,21,Бибирево,,55.893809899999994,37.60993147519413,37.60333333333333,55.88388888888889,1.1792369487949461
4157,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306352372/,Москва,sale,flat,5,9,1,28.3,10700000.0,Нагатинский затон,Судостроительная ,27К3,Коломенская,,55.684361550000006,37.67854823699747,37.66388888888889,55.67861111111111,1.1226075895847176
4158,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306346529/,Москва,sale,flat,9,17,1,37.7,10700000.0,, Летчика Грицевца,11,Пыхтино,Солнцево парк,55.6243807,37.309666598156966,37.29805555555556,55.625,0.7346924684190412
4159,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306279530/,Москва,sale,flat,2,17,2,56.0,10700000.0,,проезд Чечерский,136,Бунинская аллея,,55.5229043,37.507612133933335,37.51583333333333,55.53805555555556,1.7649181824587847
4160,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303229587/,Москва,sale,flat,5,9,2,44.4,10650000.0,Зюзино,Балаклавский проспект,30К2,Каховская,,55.6449702,37.58516455,37.598333333333336,55.653055555555554,1.2238010519983855
4161,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306317040/,Москва,sale,flat,17,17,1,37.9,10750000.0,Южное Медведково, Молодцова,9,Медведково,,55.8773764,37.63978089761599,37.66138888888889,55.88722222222222,1.7407971601646786
4162,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306082808/,Москва,sale,flat,8,10,1,39.0,10900000.0,Южное Бутово, Адмирала Лазарева,38,Улица Горчакова,,55.54501995,37.524394259332055,37.530833333333334,55.541666666666664,0.5519058280065223
4163,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303122931/,Москва,sale,flat,7,13,2,51.2,10999999.0,, Летчика Ульянина,3А,Пыхтино,Солнцево парк,55.625541299999995,37.3040875248643,37.29805555555556,55.625,0.38473405636125774
4164,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306025129/,Москва,sale,flat,8,9,1,32.8,11000000.0,Коньково,Профсоюзная ,88/20,Беляево,,55.6498402,37.529601285101926,37.52583333333333,55.64277777777778,0.8213065197455284
4165,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305912115/,Москва,sale,flat,2,12,2,37.7,11000000.0,Южное Тушино,Лодочная ,33С2,Сходненская,,55.84345951058353,37.45929028581268,37.43972222222222,55.85055555555556,1.4582887250618528
4166,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306211664/,Москва,sale,flat,2,14,2,37.8,11000000.0,Левобережный,Валдайский проезд,4,Беломорская,,55.864983699999996,37.468529245958024,37.47638888888889,55.865833333333335,0.5010978860560923
4167,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306234884/,Москва,sale,flat,7,9,1,31.5,11150000.0,Тимирязевский,Дмитровское шоссе,37К1,Петровско-Разумовская,,55.83095,37.57174061034303,37.574444444444445,55.835,0.4817012448261605
4168,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306234884/,Москва,sale,flat,7,9,1,31.5,11150000.0,Тимирязевский,Дмитровское шоссе,37К1,Петровско-Разумовская,,55.83095,37.57174061034303,37.574444444444445,55.835,0.4817012448261605
4169,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306104133/,Москва,sale,flat,1,12,2,44.5,11200000.0,Теплый Стан, Теплый Стан,1,Тёплый Стан,,55.6188619,37.5082183,37.50833333333333,55.619166666666665,0.03469658213972384
4170,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306234901/,Москва,sale,flat,12,12,1,34.3,11300000.0,Коньково, Введенского,12К1,Беляево,,55.6448653,37.54240725,37.52583333333333,55.64277777777778,1.069150033861671
4171,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306263422/,Москва,sale,flat,10,25,1,36.7,11300000.0,Митино,Муравская ,42к2,Пятницкое шоссе,Мир Митино,55.859601850000004,37.372417236696904,37.35444444444445,55.85638888888889,1.1809641627749419
4172,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306152871/,Москва,sale,flat,7,9,1,31.0,11499000.0,Хорошево-Мневники, Паршина,15,Щукинская,,55.7884436,37.46265309694304,37.464166666666664,55.80861111111111,2.2474192537187414
4173,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306035913/,Москва,sale,flat,3,12,1,35.0,11500000.0,Южное Медведково,Ясный проезд,28,Свиблово,,55.8762083,37.62066104260607,37.65277777777778,55.85527777777778,3.077988554680164
4174,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306369559/,Москва,sale,flat,6,9,1,33.0,11500000.0,Коньково, Академика Волгина,9К2,Беляево,,55.65176965,37.52028635,37.52583333333333,55.64277777777778,1.0602807326241903
4175,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304059107/,Москва,sale,flat,7,12,2,48.6,12600000.0,Северное Тушино,Планерная ,20к1,Планерная,,55.86668055,37.438671017071,37.43638888888889,55.86083333333333,0.6665216837812966
4176,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306147741/,Москва,sale,flat,17,17,1,37.9,12600000.0,Некрасовка, Лавриненко,13к1,Некрасовка,Некрасовка,55.7030703,37.950622402196245,37.928333333333335,55.702777777777776,1.4017038908124257
4177,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305291980/,Москва,sale,flat,7,16,2,57.0,12600000.0,,проспект Куприна,38к2,Потапово,Эко Бунино,55.54422305,37.458242972374805,37.49305555555556,55.55305555555555,2.407303851947506
4178,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305953339/,Москва,sale,flat,17,20,1,43.4,12650000.0,, Анны Ахматовой,22,Рассказовка,Переделкино Ближнее Город-парк,55.6335017,37.321370545307104,37.335277777777776,55.634166666666665,0.8790201035523084
4179,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305838485/,Москва,sale,flat,5,14,1,38.5,12700000.0,Очаково-Матвеевское,Озерная ,29К1,Озёрная,,55.6738215,37.45151322318047,37.44833333333333,55.67055555555555,0.41502820753858666
4180,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305321178/,Москва,sale,flat,3,5,1,30.0,12700000.0,Филевский парк,Сеславинская ,30,Филёвский парк,,55.74260995,37.4897323,37.483333333333334,55.73972222222222,0.5146882000013517
4181,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305961585/,Москва,sale,flat,3,12,2,44.0,12800000.0,Бибирево, Лескова,6А,Алтуфьево,,55.8966598,37.59444903747874,37.58694444444444,55.89805555555556,0.49452472614056864
4182,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306306092/,Москва,sale,flat,2,9,2,45.5,12900000.0,Лефортово,Душинская ,18К1,Авиамоторная,,55.744895799999995,37.70545212360704,37.719166666666666,55.7525,1.2076858035191662
4183,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306306092/,Москва,sale,flat,2,9,2,45.5,12900000.0,Лефортово,Душинская ,18К1,Авиамоторная,,55.744895799999995,37.70545212360704,37.71666666666667,55.75138888888889,1.00924975867626
4184,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303349103/,Москва,sale,flat,2,5,2,43.9,12990000.0,Южное Тушино,проезд Донелайтиса,26,Сходненская,,55.84506725,37.421242165669724,37.43972222222222,55.85055555555556,1.308937361487361
4185,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306135979/,Москва,sale,flat,3,3,2,50.9,13000000.0,, Потаповская Роща,4к1,Потапово,,55.54694495,37.494065843765895,37.49305555555556,55.55305555555555,0.6832976395300288
4186,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307108561/,Москва,sale,flat,4,5,2,44.2,13000000.0,Кузьминки,Волгоградский проспект,68К3,Кузьминки,,55.70510725,37.7578556,37.76555555555556,55.705555555555556,0.4866369599029394
4187,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303159669/,Москва,sale,flat,5,5,2,43.2,13200000.0,Бутырский, Руставели,6АК1,Дмитровская,,55.81135329999999,37.596580209659336,37.58166666666666,55.80694444444445,1.056090899245439
4188,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306076490/,Москва,sale,flat,1,14,2,52.6,13266000.0,Марьино,Батайский проезд,49,Марьино,,55.64424765,37.73848266096394,37.74305555555556,55.65,0.7021792268592063
4189,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305746264/,Москва,sale,flat,14,25,1,38.8,13200000.0,Лосиноостровский,Тайнинская ,9,Медведково,Нормандия,55.883222399999994,37.68301165226224,37.66138888888889,55.88722222222222,1.424501952801752
4190,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305585320/,Москва,sale,flat,1,5,2,46.0,13150000.0,Лефортово,Ухтомская ,20,Лефортово,,55.7673254,37.714878797074775,37.70666666666666,55.764722222222225,0.5913631412339093
4191,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301040854/,Москва,sale,flat,1,5,2,46.0,13150000.0,Лефортово,Ухтомская ,20,Лефортово,,55.7673254,37.714878797074775,37.70666666666666,55.764722222222225,0.5913631412339093
4192,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306448214/,Москва,sale,flat,4,5,2,55.0,13450000.0,Текстильщики,Волжский бульвар,26к1,Текстильщики,,55.70676655,37.745574000000005,37.73166666666667,55.708888888888886,0.9056219457739881
4193,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306448214/,Москва,sale,flat,4,5,2,55.0,13450000.0,Текстильщики,Волжский бульвар,26к1,Текстильщики,,55.70676655,37.745574000000005,37.72833333333333,55.708333333333336,1.0977502451680772
4194,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306105081/,Москва,sale,flat,9,25,2,62.8,13500000.0,Некрасовка, Недорубова,14,Некрасовка,Некрасовка,55.702064750000005,37.934675642503294,37.928333333333335,55.702777777777776,0.4065750109930538
4195,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/302912593/,Москва,sale,flat,8,9,1,31.2,13400000.0,Красносельский,Верхняя Красносельская ,24,Красносельская,,55.78162785,37.663299524297706,37.66722222222222,55.78,0.30566167193248245
4196,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306505831/,Москва,sale,flat,14,14,2,47.6,13900000.0,Лосиноостровский, Коминтерна,34/6,Бабушкинская,,55.86885515,37.687679458751035,37.66444444444444,55.86944444444445,1.456070208152631
4197,Ключи,real_estate_agent,https://www.cian.ru/sale/flat/305005473/,Москва,sale,flat,13,16,2,54.0,13990000.0,Ясенево,Новоясеневский проспект,12К1,Ясенево,,55.6091993,37.515230694348304,37.53333333333333,55.60638888888889,1.1830145699669485
4198,Алексей Лобанов,realtor,https://www.cian.ru/sale/flat/307460552/,Москва,sale,flat,5,12,2,45.0,14100000.0,Черемушки,Херсонская ,35,Зюзино,,55.6528383,37.5577256,37.57361111111111,55.655833333333334,1.0541013220077105
4199,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306152849/,Москва,sale,flat,3,5,1,39.5,14500000.0,Таганский,1-я Дубровская ,3,Пролетарская,,55.7277057,37.669743411254274,37.66583333333333,55.731944444444444,0.5320389310230141
4200,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/301429899/,Москва,sale,flat,9,33,2,49.8,14500000.0,Западное Дегунино, Летчика Осканова,6,Верхние Лихоборы,Тринити-2,55.855418099999994,37.55753928908524,37.56111111111111,55.85611111111111,0.23661911111747636
4201,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306101554/,Москва,sale,flat,2,8,1,43.0,14600000.0,Южнопортовый,Шарикоподшипниковская ,9,Дубровка,,55.7218734,37.673282,37.67611111111111,55.71861111111111,0.40439130648621635
4202,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306033918/,Москва,sale,flat,4,5,2,41.8,15100000.0,Таганский,Стройковская ,19/2,Пролетарская,,55.73269845,37.67341390552789,37.66583333333333,55.731944444444444,0.4835791838675387
4203,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306015328/,Москва,sale,flat,1,5,2,68.9,15700000.0,Лефортово,2-я Кабельная ,10,Авиамоторная,,55.74867365,37.717222751456674,37.719166666666666,55.7525,0.4431583252134646
4204,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306015328/,Москва,sale,flat,1,5,2,68.9,15700000.0,Лефортово,2-я Кабельная ,10,Авиамоторная,,55.74867365,37.717222751456674,37.71666666666667,55.75138888888889,0.304317371379984
4205,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306114707/,Москва,sale,flat,4,30,1,43.1,15850000.0,Южнопортовый,Волгоградский проспект,32А,Волгоградский проспект,Метрополия,55.71106633599243,37.725130913531096,37.68694444444444,55.72527777777778,2.874525991500154
4206,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305872663/,Москва,sale,flat,24,31,1,44.0,15800000.0,Нижегородский,Газгольдерная ,10,Нижегородская,Profit,55.72718395,37.735768023186566,37.72833333333333,55.7325,0.7539873968546302
4207,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305872663/,Москва,sale,flat,24,31,1,44.0,15800000.0,Нижегородский,Газгольдерная ,10,Нижегородская,Profit,55.72718395,37.735768023186566,37.72833333333333,55.7325,0.7539873968546302
4208,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012370/,Москва,sale,flat,6,24,2,51.2,16290000.0,Текстильщики,Юго-Восточный ао,5.3,Текстильщики,Волжский Парк ЖК,,,37.73166666666667,55.708888888888886,
4209,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012370/,Москва,sale,flat,6,24,2,51.2,16290000.0,Текстильщики,Юго-Восточный ао,5.3,Текстильщики,Волжский Парк ЖК,,,37.72833333333333,55.708333333333336,
